day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
1,2012,09,24,2012-09-24,59.0,40.4,1020.0,10.0,3.3,12.0,20.0,66.2,53.1,0.0,999.9,0,562
5,2014,06,06,2014-06-06,62.4,55.6,9999.9,9.3,7.6,12.0,19.0,75.2,51.8,0.0,999.9,0,743
7,2013,07,28,2013-07-28,69.8,68.0,1015.8,5.7,6.5,12.0,22.9,75.2,66.2,0.12,999.9,1,485
3,2015,02,18,2015-02-18,30.6,24.5,1010.4,10.0,8.8,13.0,999.9,36.0,16.0,0.0,999.9,0,626
4,2015,01,29,2015-01-29,29.2,20.9,1022.9,10.0,8.5,13.0,20.0,36.0,19.0,0.0,999.9,0,519
5,2019,04,12,2019-04-12,43.8,35.3,1027.0,10.0,8.4,13.0,999.9,48.0,35.1,0.0,999.9,0,688
3,2014,04,02,2014-04-02,43.3,23.9,9999.9,10.0,8.2,13.0,19.0,50.0,26.6,0.0,999.9,0,519
6,2018,05,12,2018-05-12,48.9,46.2,1021.1,9.5,7.3,13.0,999.9,52.0,45.0,0.0,999.9,0,602
6,2013,03,30,2013-03-30,44.5,35.1,1017.4,10.0,7.0,13.0,17.1,52.0,37.9,0.02,999.9,0,513
1,2017,04,03,2017-04-03,43.0,31.7,1018.0,10.0,6.9,13.0,999.9,54.0,32.0,0.0,999.9,0,646
5,2013,10,25,2013-10-25,48.0,30.2,1015.2,10.0,9.2,13.0,21.0,54.0,43.0,0.0,999.9,0,647
2,2019,04,30,2019-04-30,45.6,40.5,1024.6,8.3,7.6,13.0,999.9,54.0,42.1,0.31,999.9,0,587
3,2013,05,22,2013-05-22,57.8,55.1,1013.8,2.5,7.1,13.0,17.1,64.0,53.1,0.0,999.9,1,570
3,2019,10,30,2019-10-30,57.8,54.9,1025.6,8.4,7.9,13.0,999.9,64.0,53.1,0.0,999.9,0,595
6,2017,09,30,2017-09-30,56.3,50.9,1020.0,9.8,8.3,13.0,999.9,64.0,48.0,0.0,999.9,0,550
6,2014,04,12,2014-04-12,50.1,40.8,1019.1,8.5,8.6,13.0,999.9,64.0,43.0,0.0,999.9,0,578
1,2014,10,06,2014-10-06,55.7,42.6,1018.6,10.0,6.9,13.0,999.9,64.0,45.0,0.0,999.9,0,639
4,2019,05,16,2019-05-16,53.3,47.6,1010.2,10.0,8.2,13.0,999.9,64.0,43.0,0.0,999.9,0,642
7,2019,04,14,2019-04-14,50.8,48.7,1014.4,2.7,7.7,13.0,999.9,68.0,45.0,0.04,999.9,1,457
6,2018,10,13,2018-10-13,53.2,44.9,1008.5,10.0,7.9,13.0,21.0,68.0,48.9,2.37,999.9,0,577
2,2020,11,10,2020-11-10,57.2,54.5,1022.8,5.7,8.2,13.0,999.9,68.0,46.9,0.0,999.9,1,343
7,2013,09,15,2013-09-15,61.2,50.7,1019.4,10.0,6.6,13.0,17.1,68.0,51.1,0.0,999.9,0,476
6,2019,06,01,2019-06-01,55.3,53.2,1010.9,6.2,6.0,13.0,999.9,72.0,48.9,0.15,999.9,1,557
7,2013,06,09,2013-06-09,63.6,57.2,1019.3,6.9,8.1,13.0,999.9,72.0,53.1,0.01,999.9,1,533
6,2013,06,15,2013-06-15,62.4,52.3,1011.0,10.0,7.4,13.0,999.9,72.0,52.0,0.14,999.9,0,596
4,2019,09,26,2019-09-26,64.7,61.4,1010.9,9.9,8.0,13.0,999.9,72.0,57.0,0.0,999.9,0,645
6,2013,09,21,2013-09-21,63.6,60.3,1015.6,9.9,7.8,13.0,999.9,72.0,54.0,0.01,999.9,1,546
3,2017,07,26,2017-07-26,63.6,58.0,1022.4,10.0,7.4,13.0,999.9,72.0,55.0,0.0,999.9,0,635
1,2019,09,30,2019-09-30,56.3,48.8,1026.3,10.0,7.8,13.0,999.9,72.0,48.0,0.0,999.9,0,435
6,2018,09,29,2018-09-29,62.3,56.3,1020.0,9.8,6.6,13.0,999.9,72.0,53.1,0.23,999.9,0,604
3,2018,10,10,2018-10-10,66.2,64.9,1021.4,3.9,9.1,13.0,999.9,72.0,57.9,0.0,999.9,1,708
6,2012,08,25,2012-08-25,75.7,65.2,1023.6,7.3,3.2,13.0,18.1,84.0,62.6,0.01,999.9,1,474
3,2012,07,18,2012-07-18,85.3,69.1,1008.9,7.2,3.7,13.0,20.0,100.0,73.0,0.0,999.9,1,559
4,2014,09,11,2014-09-11,64.4,60.3,1014.8,9.7,6.4,13.0,999.9,73.0,54.0,0.0,999.9,0,619
2,2013,07,02,2013-07-02,67.7,65.5,1022.2,4.0,9.5,13.0,18.1,73.0,64.9,0.04,999.9,1,601
7,2012,09,16,2012-09-16,65.1,46.5,1018.9,10.0,1.9,13.0,20.0,73.0,53.6,0.0,999.9,0,458
3,2019,09,25,2019-09-25,63.8,54.6,1009.9,10.0,9.7,13.0,17.1,73.0,59.0,0.0,999.9,0,604
1,2017,09,18,2017-09-18,65.7,65.5,1020.5,3.4,7.6,13.0,999.9,73.0,60.1,0.0,999.9,1,672
5,2014,08,22,2014-08-22,63.9,60.0,1017.7,7.9,7.9,13.0,19.0,73.0,57.9,0.01,999.9,1,568
1,2020,09,28,2020-09-28,68.1,66.3,1016.0,6.3,9.5,13.0,999.9,73.0,62.1,0.18,999.9,0,300
6,2020,06,27,2020-06-27,66.6,63.7,1011.2,6.8,7.2,13.0,999.9,73.0,62.1,0.0,999.9,0,273
4,2016,06,02,2016-06-02,55.7,53.5,1021.8,6.8,9.3,13.0,15.0,73.0,52.0,0.01,999.9,1,683
7,2017,09,24,2017-09-24,65.3,64.3,1016.6,3.7,9.6,13.0,999.9,73.0,60.1,0.05,999.9,1,587
6,2020,07,04,2020-07-04,66.1,63.5,1012.1,5.1,8.9,13.0,999.9,77.0,60.1,0.0,999.9,1,278
1,2017,07,10,2017-07-10,68.3,66.1,1018.2,9.6,9.0,13.0,999.9,77.0,62.1,0.0,999.9,0,667
4,2020,06,25,2020-06-25,67.8,62.5,1013.3,9.1,7.5,13.0,999.9,77.0,61.0,0.0,999.9,0,251
3,2017,10,11,2017-10-11,62.1,58.7,1019.7,10.0,6.9,13.0,999.9,77.0,55.9,0.0,999.9,0,628
4,2016,09,08,2016-09-08,68.5,66.8,1012.0,6.3,9.0,13.0,999.9,77.0,66.0,0.01,999.9,1,717
6,2014,06,07,2014-06-07,66.7,55.2,9999.9,10.0,6.0,13.0,999.9,77.0,55.4,99.99,999.9,0,623
3,2015,08,12,2015-08-12,71.9,67.4,1008.9,7.2,7.9,13.0,999.9,77.0,64.0,1.01,999.9,1,643
3,2016,07,20,2016-07-20,68.3,55.6,1020.9,10.0,6.9,13.0,999.9,81.0,60.1,0.0,999.9,0,698
4,2015,08,27,2015-08-27,72.3,60.6,1014.9,10.0,8.5,13.0,999.9,81.0,62.1,0.0,999.9,0,614
6,2016,08,20,2016-08-20,69.1,62.1,1015.2,10.0,8.5,13.0,999.9,81.0,63.0,0.0,999.9,0,579
3,2016,07,06,2016-07-06,71.8,65.3,1009.9,8.6,6.5,13.0,999.9,81.0,64.0,1.5,999.9,1,680
3,2015,09,16,2015-09-16,72.8,61.9,1024.8,10.0,6.2,13.0,999.9,81.0,64.0,0.0,999.9,0,748
1,2015,07,20,2015-07-20,73.4,69.9,1005.9,4.1,9.3,13.0,999.9,81.0,69.1,0.0,999.9,1,727
3,2020,08,12,2020-08-12,75.3,72.7,1016.6,5.9,9.1,13.0,999.9,81.0,71.1,0.0,999.9,1,293
7,2015,01,11,2015-01-11,27.1,12.1,1035.5,10.0,8.8,13.0,17.1,37.0,19.9,0.0,999.9,0,341
3,2015,01,14,2015-01-14,32.1,24.0,1031.2,8.0,9.6,13.0,22.9,37.0,26.1,0.15,999.9,0,506
3,2015,01,21,2015-01-21,32.3,17.7,1018.1,10.0,7.9,13.0,999.9,39.0,25.0,0.0,999.9,0,495
2,2016,12,20,2016-12-20,34.8,25.3,1033.2,10.0,7.0,13.0,999.9,41.0,30.0,0.0,999.9,0,719
6,2015,03,21,2015-03-21,34.2,31.0,1016.6,7.0,8.5,13.0,999.9,41.0,21.9,0.02,999.9,0,507
5,2017,01,06,2017-01-06,31.7,25.8,1015.2,6.1,8.9,13.0,999.9,41.0,28.9,0.03,999.9,1,600
6,2017,03,18,2017-03-18,34.7,23.9,1024.0,10.0,7.5,13.0,19.0,43.0,21.9,0.0,999.9,0,504
2,2020,01,07,2020-01-07,39.0,26.6,1016.6,10.0,8.0,13.0,999.9,43.0,24.1,0.0,999.9,0,408
5,2016,01,15,2016-01-15,36.5,25.6,1014.8,10.0,7.2,13.0,999.9,45.0,24.1,0.0,999.9,0,722
3,2020,11,04,2020-11-04,46.4,32.9,1031.6,10.0,7.9,13.0,999.9,55.0,37.0,0.0,999.9,0,302
3,2017,04,12,2017-04-12,49.1,45.1,1020.6,8.3,9.9,13.0,999.9,55.0,46.0,0.0,999.9,0,540
7,2016,05,01,2016-05-01,45.2,36.3,1024.0,9.7,6.1,13.0,999.9,55.0,37.0,0.0,999.9,0,484
7,2015,12,06,2015-12-06,45.4,40.9,1032.5,8.5,6.2,13.0,999.9,55.0,34.0,0.0,999.9,1,485
3,2017,05,10,2017-05-10,48.7,38.4,1015.4,9.9,4.5,13.0,15.9,57.0,39.9,0.02,999.9,0,668
1,2020,01,13,2020-01-13,42.5,37.0,1029.6,9.5,9.2,13.0,999.9,57.0,39.9,0.01,999.9,0,476
4,2014,05,22,2014-05-22,50.3,46.2,1013.1,8.6,6.0,13.0,999.9,57.0,46.0,0.0,999.9,1,593
4,2020,05,21,2020-05-21,48.3,42.3,1029.6,9.6,6.3,13.0,999.9,57.0,36.0,0.0,999.9,0,212
6,2014,05,03,2014-05-03,50.9,41.1,1010.3,9.1,6.4,13.0,999.9,61.0,41.0,0.01,999.9,0,590
2,2015,05,19,2015-05-19,51.4,49.9,1015.7,2.3,8.6,13.0,999.9,61.0,46.0,0.0,999.9,1,606
4,2017,06,01,2017-06-01,55.7,53.8,1013.3,3.0,7.7,13.0,999.9,61.0,51.8,0.01,999.9,1,654
2,2013,09,24,2013-09-24,54.5,42.7,1013.0,10.0,8.4,13.0,19.0,61.0,46.0,0.0,999.9,0,615
1,2017,05,22,2017-05-22,51.4,40.5,1023.3,9.5,8.2,13.0,999.9,63.0,41.0,0.0,999.9,0,719
6,2017,10,28,2017-10-28,55.1,51.2,1019.0,10.0,6.7,13.0,999.9,63.0,42.1,0.0,999.9,0,615
5,2015,12,25,2015-12-25,56.1,52.9,1021.2,4.0,4.4,13.0,999.9,66.0,50.0,0.37,999.9,1,321
5,2017,11,03,2017-11-03,58.7,58.5,1019.3,3.4,7.7,13.0,999.9,66.0,52.0,0.0,999.9,1,776
5,2013,05,10,2013-05-10,56.1,51.0,1014.8,5.7,8.3,13.0,999.9,66.0,51.1,0.0,999.9,1,698
3,2014,09,17,2014-09-17,61.9,54.4,1015.5,9.8,4.6,13.0,999.9,70.0,51.1,0.0,999.9,0,658
2,2018,08,21,2018-08-21,66.7,65.5,1019.1,7.1,9.5,13.0,999.9,70.0,64.4,0.07,999.9,0,580
6,2016,07,09,2016-07-09,61.7,58.6,1011.6,6.5,10.8,13.0,999.9,70.0,59.0,0.62,999.9,0,498
5,2020,06,12,2020-06-12,63.1,61.3,1018.6,3.2,7.9,13.0,999.9,70.0,59.0,0.04,999.9,1,277
1,2013,09,16,2013-09-16,62.4,54.8,1017.9,10.0,7.4,13.0,15.0,70.0,51.1,0.0,999.9,0,570
1,2014,05,12,2014-05-12,57.8,46.2,1018.5,9.8,9.1,13.0,17.1,70.0,48.9,0.23,999.9,0,581
3,2013,07,24,2013-07-24,74.9,71.6,1006.7,5.7,8.4,13.0,20.0,82.0,70.0,0.6,999.9,1,571
7,2016,08,07,2016-08-07,74.2,65.0,1009.0,8.1,9.9,13.0,999.9,82.0,66.9,0.0,999.9,1,540
2,2015,09,01,2015-09-01,74.6,64.7,1015.8,9.4,8.3,13.0,999.9,82.0,64.9,0.0,999.9,0,626
7,2015,08,23,2015-08-23,73.4,69.9,1015.3,4.7,7.6,13.0,999.9,82.0,69.1,0.0,999.9,1,492
6,2012,07,14,2012-07-14,78.5,62.7,1021.6,10.0,3.5,13.0,19.0,82.0,68.0,0.0,999.9,1,536
5,2015,08,21,2015-08-21,73.6,70.2,1017.0,7.1,9.7,13.0,999.9,82.0,68.0,0.0,999.9,1,753
4,2020,08,13,2020-08-13,77.0,72.0,1018.3,4.1,6.8,13.0,999.9,86.0,71.1,0.0,999.9,1,275
1,2012,07,23,2012-07-23,76.0,67.2,1016.9,8.9,3.0,13.0,999.9,86.0,64.0,0.0,999.9,0,505
1,2012,08,13,2012-08-13,76.3,61.2,1014.6,9.2,4.3,13.0,999.9,86.0,69.1,0.05,999.9,0,504
2,2017,07,11,2017-07-11,68.8,68.4,1016.1,2.7,8.6,13.0,999.9,75.0,62.1,0.0,999.9,1,638
3,2017,09,13,2017-09-13,67.5,63.4,1011.8,9.5,8.0,13.0,999.9,75.0,60.1,0.0,999.9,0,738
2,2019,09,03,2019-09-03,70.0,65.8,1016.3,8.9,6.8,13.0,999.9,75.0,57.9,99.99,999.9,1,652
6,2013,08,31,2013-08-31,69.4,67.0,1011.9,7.0,10.9,13.0,999.9,75.0,59.0,0.0,999.9,0,480
4,2020,07,02,2020-07-02,68.2,64.4,1009.2,7.8,7.7,13.0,999.9,75.0,60.1,0.0,999.9,1,340
7,2016,05,29,2016-05-29,64.6,58.2,1021.1,10.0,7.7,13.0,999.9,75.0,59.0,0.0,999.9,0,566
2,2015,09,15,2015-09-15,70.8,58.4,1022.7,10.0,10.1,13.0,18.1,79.0,64.0,0.0,999.9,0,579
5,2017,08,25,2017-08-25,66.4,60.0,1016.2,10.0,5.5,13.0,999.9,79.0,57.9,0.0,999.9,0,633
4,2018,09,13,2018-09-13,66.1,63.8,1024.7,6.3,8.4,13.0,999.9,79.0,63.0,0.0,999.9,1,718
5,2018,08,03,2018-08-03,73.7,72.6,1022.1,4.6,9.2,13.0,999.9,79.0,71.1,0.0,999.9,1,749
5,2015,06,12,2015-06-12,67.0,60.2,1014.4,5.9,6.8,13.0,999.9,79.0,61.0,0.0,999.9,1,451
1,2017,06,26,2017-06-26,66.7,59.2,1015.0,9.8,7.8,13.0,999.9,79.0,59.0,0.0,999.9,0,669
5,2016,09,09,2016-09-09,71.4,68.3,1011.2,5.9,10.3,13.0,999.9,79.0,66.0,0.16,999.9,1,715
1,2014,03,03,2014-03-03,20.5,3.9,9999.9,9.1,7.6,13.0,21.0,21.2,19.4,99.99,999.9,0,440
6,2013,01,12,2013-01-12,42.7,41.5,1022.6,7.1,7.9,13.0,20.0,46.4,39.2,0.17,999.9,0,475
6,2012,12,15,2012-12-15,42.6,27.1,1024.5,9.9,2.8,13.0,19.0,46.9,33.8,0.0,999.9,0,523
4,2016,01,07,2016-01-07,40.5,29.9,1026.9,10.0,6.8,13.0,999.9,46.9,24.1,0.0,999.9,0,542
7,2014,02,23,2014-02-23,42.0,36.9,1015.4,9.5,9.1,13.0,999.9,46.9,34.0,0.0,999.9,0,414
1,2020,12,21,2020-12-21,42.3,39.9,1010.9,8.2,7.9,13.0,999.9,48.9,26.1,0.28,999.9,0,268
7,2013,03,31,2013-03-31,43.0,38.1,1019.2,10.0,7.1,13.0,999.9,48.9,33.1,0.0,999.9,0,426
2,2017,02,28,2017-02-28,44.2,39.9,1029.7,9.0,7.9,13.0,999.9,48.9,30.0,0.0,999.9,0,591
1,2017,12,04,2017-12-04,40.9,35.1,1028.5,10.0,7.7,13.0,999.9,48.9,33.1,0.0,999.9,0,684
7,2020,02,09,2020-02-09,33.1,21.6,1032.4,10.0,7.6,13.0,999.9,39.9,23.0,0.0,999.9,0,373
5,2019,01,18,2019-01-18,33.2,28.1,1023.0,8.3,6.8,13.0,999.9,39.9,23.0,0.0,999.9,0,596
6,2019,01,19,2019-01-19,34.5,29.7,1022.0,9.8,6.9,13.0,21.0,39.9,30.9,0.07,999.9,0,479
2,2019,05,07,2019-05-07,48.3,42.8,1021.2,10.0,7.8,13.0,999.9,55.9,37.0,0.25,999.9,0,647
7,2013,04,14,2013-04-14,46.1,38.4,1015.5,9.6,7.7,13.0,999.9,55.9,39.0,0.09,999.9,0,472
7,2013,11,17,2013-11-17,48.9,45.9,1024.9,6.8,7.0,13.0,999.9,55.9,37.4,0.0,999.9,1,533
6,2016,11,05,2016-11-05,47.8,33.6,1020.6,10.0,7.9,13.0,999.9,55.9,36.0,0.0,999.9,0,626
7,2018,10,14,2018-10-14,52.8,37.7,1020.7,10.0,8.9,13.0,18.1,57.9,46.9,0.04,999.9,0,516
5,2017,07,14,2017-07-14,63.7,61.5,1018.4,9.0,8.9,13.0,19.0,80.1,62.1,0.0,999.9,0,707
2,2013,07,09,2013-07-09,72.7,69.3,1018.0,5.7,7.0,13.0,999.9,80.1,69.1,0.0,999.9,1,583
1,2019,07,29,2019-07-29,72.8,69.7,1015.9,8.9,9.3,13.0,999.9,80.1,59.0,0.0,999.9,0,649
5,2018,09,07,2018-09-07,71.1,64.3,1020.5,10.0,8.7,13.0,18.1,80.1,66.0,0.01,999.9,0,671
5,2019,08,23,2019-08-23,72.0,65.8,1013.2,9.4,7.2,13.0,999.9,80.1,66.9,0.0,999.9,0,569
4,2019,08,22,2019-08-22,74.6,72.8,1011.5,7.2,8.1,13.0,999.9,80.1,66.0,0.0,999.9,1,587
5,2018,06,22,2018-06-22,61.1,56.4,1016.4,5.5,7.2,13.0,999.9,69.1,55.9,0.11,999.9,1,728
7,2018,10,07,2018-10-07,64.4,59.6,1022.3,8.0,8.6,13.0,999.9,69.1,46.0,0.0,999.9,0,529
4,2018,10,04,2018-10-04,60.0,57.1,1017.6,9.6,5.7,13.0,999.9,69.1,55.9,0.04,999.9,0,717
7,2013,09,29,2013-09-29,54.9,50.1,1022.8,10.0,7.8,13.0,999.9,69.1,45.0,0.01,999.9,0,506
4,2013,06,27,2013-06-27,65.5,64.0,1010.0,3.1,5.4,13.0,999.9,69.1,62.1,0.0,999.9,1,598
3,2020,09,16,2020-09-16,58.8,51.3,1024.7,10.0,6.5,13.0,999.9,69.1,46.0,0.0,999.9,0,307
5,2013,05,31,2013-05-31,62.0,56.8,1018.5,6.7,9.0,13.0,999.9,69.1,57.0,0.02,999.9,0,736
5,2012,08,03,2012-08-03,77.9,70.8,1015.3,6.0,4.4,13.0,18.1,89.1,69.1,0.0,999.9,1,589
3,2014,03,19,2014-03-19,31.0,22.3,9999.9,10.0,6.2,13.0,19.0,42.8,17.6,0.0,999.9,0,525
2,2016,07,12,2016-07-12,66.7,61.2,1019.1,10.0,7.3,13.0,999.9,78.1,55.0,0.0,999.9,0,662
5,2014,09,05,2014-09-05,70.3,67.2,1021.3,8.7,7.5,13.0,999.9,78.1,59.0,0.01,999.9,1,647
3,2019,08,07,2019-08-07,70.2,66.6,1012.0,10.0,7.2,13.0,999.9,78.1,61.0,0.0,999.9,0,608
3,2015,05,06,2015-05-06,55.3,42.1,1023.9,9.7,6.8,13.0,999.9,71.1,46.9,0.0,999.9,0,568
2,2016,09,13,2016-09-13,64.1,55.9,1023.0,10.0,8.9,13.0,999.9,71.1,55.9,0.0,999.9,0,779
3,2020,06,24,2020-06-24,66.4,64.3,1007.8,1.5,9.8,13.0,999.9,71.1,59.0,0.0,999.9,1,300
4,2012,07,26,2012-07-26,78.0,62.4,1007.0,8.9,4.3,13.0,29.9,87.1,66.9,0.0,999.9,1,604
7,2019,07,21,2019-07-21,76.7,72.4,1007.5,6.7,10.7,13.0,999.9,87.1,70.0,0.0,999.9,0,477
7,2012,07,15,2012-07-15,79.7,68.6,1018.3,9.1,2.8,13.0,999.9,87.1,70.0,0.0,999.9,0,494
7,2019,01,13,2019-01-13,26.0,12.8,1030.5,10.0,8.0,13.0,15.9,30.9,18.0,0.0,999.9,0,374
7,2014,09,21,2014-09-21,66.1,63.2,1015.7,8.1,8.1,13.0,17.1,71.6,62.1,0.0,999.9,0,515
2,2014,05,06,2014-05-06,51.1,38.6,9999.9,10.0,3.8,13.0,22.9,64.4,39.2,99.99,999.9,0,565
4,2020,11,05,2020-11-05,59.0,54.7,1031.2,9.8,10.3,13.0,999.9,64.9,54.0,0.0,999.9,0,357
5,2015,05,15,2015-05-15,54.4,46.4,1025.7,10.0,9.7,13.0,999.9,64.9,46.9,0.0,999.9,0,723
6,2020,06,06,2020-06-06,61.2,59.5,1010.2,1.6,9.3,13.0,999.9,64.9,59.0,0.45,999.9,1,262
1,2015,11,02,2015-11-02,58.3,49.4,1016.1,9.5,7.8,13.0,18.1,64.9,50.0,0.0,999.9,0,613
7,2019,10,13,2019-10-13,57.6,53.3,1016.5,9.6,6.0,13.0,999.9,64.9,50.0,0.02,999.9,0,441
5,2017,07,21,2017-07-21,75.6,69.6,1010.4,5.7,7.8,13.0,999.9,84.9,69.1,0.0,999.9,1,733
4,2012,08,16,2012-08-16,74.0,64.3,1011.9,6.7,3.1,13.0,15.0,84.9,66.0,0.15,999.9,1,613
4,2012,10,04,2012-10-04,68.6,66.2,1019.0,2.9,2.2,13.0,999.9,73.4,62.6,0.01,999.9,1,554
5,2012,07,20,2012-07-20,67.2,62.8,1014.9,7.4,6.5,13.0,21.0,73.9,61.0,0.17,999.9,0,604
2,2014,07,01,2014-07-01,68.6,65.1,1014.4,9.8,9.1,13.0,18.1,73.9,54.0,0.01,999.9,0,616
3,2013,09,11,2013-09-11,69.9,66.8,1019.3,6.8,10.9,13.0,19.0,73.9,61.0,0.0,999.9,0,576
7,2014,07,20,2014-07-20,65.2,57.9,1021.3,9.1,10.0,13.0,18.1,73.9,55.9,0.0,999.9,0,451
6,2015,07,18,2015-07-18,67.8,60.5,1017.0,10.0,9.7,13.0,999.9,73.9,55.0,0.0,999.9,0,561
1,2013,08,19,2013-08-19,65.5,60.8,1017.5,9.5,8.1,13.0,999.9,73.9,57.0,0.39,999.9,0,462
7,2014,08,31,2014-08-31,69.1,65.6,1020.7,9.4,9.0,13.0,18.1,73.9,64.0,0.0,999.9,0,495
1,2015,08,10,2015-08-10,66.9,60.8,1017.6,9.3,6.6,13.0,999.9,73.9,55.9,0.0,999.9,1,611
6,2013,09,14,2013-09-14,64.5,57.6,1010.4,10.0,9.1,13.0,19.0,73.9,60.1,0.13,999.9,0,519
3,2020,07,08,2020-07-08,68.1,63.9,1018.2,9.9,9.8,13.0,999.9,73.9,55.9,0.0,999.9,0,267
5,2017,08,18,2017-08-18,66.6,65.6,1015.2,8.0,8.8,13.0,999.9,73.9,57.9,0.0,999.9,0,612
4,2020,06,04,2020-06-04,64.4,60.4,1009.3,9.0,8.9,13.0,999.9,73.9,55.9,0.03,999.9,0,245
3,2019,06,26,2019-06-26,67.3,64.0,1014.7,8.1,7.9,13.0,999.9,73.9,57.9,0.6,999.9,0,803
3,2014,06,25,2014-06-25,66.8,61.6,1017.0,9.9,8.3,13.0,999.9,73.9,61.0,0.0,999.9,0,646
1,2014,08,18,2014-08-18,67.9,57.7,1009.6,9.8,7.8,13.0,20.0,73.9,61.0,0.0,999.9,0,595
3,2013,02,06,2013-02-06,34.8,30.4,1014.9,9.0,6.1,13.0,17.1,39.2,32.0,0.02,999.9,0,566
4,2019,05,30,2019-05-30,51.3,48.8,1009.2,8.5,6.4,13.0,999.9,57.2,48.2,0.42,999.9,1,625
4,2015,05,14,2015-05-14,54.0,39.9,1025.2,10.0,6.9,13.0,999.9,66.9,45.0,0.0,999.9,0,654
4,2020,05,28,2020-05-28,60.2,57.5,1024.0,6.6,8.4,13.0,999.9,66.9,53.1,0.01,999.9,1,209
4,2020,07,30,2020-07-30,74.4,72.0,1011.7,3.7,7.1,13.0,999.9,82.9,70.0,0.0,999.9,1,300
5,2018,07,27,2018-07-27,70.6,70.1,1015.8,2.1,7.8,13.0,999.9,75.9,68.0,0.0,999.9,1,753
7,2013,09,01,2013-09-01,70.7,68.3,1012.4,7.5,10.1,13.0,999.9,75.9,66.9,0.0,999.9,0,480
7,2015,06,14,2015-06-14,66.9,53.5,1017.2,10.0,8.9,13.0,15.9,75.9,59.0,0.0,999.9,0,578
1,2020,07,20,2020-07-20,71.0,69.4,1011.6,2.1,9.5,13.0,999.9,75.9,66.9,99.99,999.9,1,281
4,2019,08,15,2019-08-15,68.6,64.8,1015.3,8.6,8.5,13.0,18.1,75.9,63.0,0.0,999.9,0,560
4,2013,07,11,2013-07-11,71.8,69.7,1011.6,4.9,9.5,13.0,19.0,75.9,69.1,0.01,999.9,0,550
7,2016,08,21,2016-08-21,68.3,63.6,1014.5,9.6,9.0,13.0,999.9,75.9,63.0,0.0,999.9,0,512
3,2019,01,23,2019-01-23,31.6,23.8,1029.6,9.4,8.3,13.0,999.9,42.1,8.1,0.0,999.9,0,553
3,2020,12,09,2020-12-09,35.4,26.2,1007.9,9.6,9.2,13.0,25.1,44.1,30.0,0.01,999.9,0,280
2,2015,03,10,2015-03-10,36.5,30.3,1025.5,9.9,6.0,13.0,999.9,44.1,24.1,0.0,999.9,0,584
7,2019,05,05,2019-05-05,46.9,45.9,1011.4,6.8,9.6,13.0,18.1,60.1,46.0,0.08,999.9,1,529
6,2019,05,04,2019-05-04,51.3,50.5,1012.8,4.3,6.4,13.0,999.9,60.1,44.1,0.08,999.9,1,553
1,2015,11,09,2015-11-09,51.4,37.7,1029.7,10.0,7.9,13.0,999.9,60.1,43.0,0.0,999.9,0,615
7,2015,12,13,2015-12-13,53.6,46.9,1021.0,8.1,7.5,13.0,999.9,62.1,45.0,0.0,999.9,0,549
7,2015,10,25,2015-10-25,57.0,51.7,1020.6,9.7,6.9,13.0,999.9,62.1,48.9,0.0,999.9,0,522
4,2015,04,16,2015-04-16,46.4,28.5,1029.7,10.0,8.6,13.0,17.1,62.1,37.9,0.0,999.9,0,560
1,2013,04,08,2013-04-08,50.0,41.6,1018.1,9.1,9.4,13.0,999.9,62.1,42.1,0.0,999.9,0,582
5,2015,03,20,2015-03-20,30.3,13.2,1027.2,9.0,6.3,13.0,15.9,35.1,21.9,0.0,999.9,0,570
2,2019,01,15,2019-01-15,29.4,18.7,1017.5,10.0,7.4,13.0,999.9,35.1,21.9,0.0,999.9,0,618
2,2016,03,08,2016-03-08,44.4,36.5,1019.8,8.8,8.5,13.0,999.9,51.1,26.1,0.0,999.9,0,632
4,2020,03,12,2020-03-12,40.6,35.3,1022.1,9.1,7.5,13.0,999.9,51.1,30.9,0.0,999.9,0,456
4,2013,12,05,2013-12-05,43.4,40.5,1021.5,8.3,7.4,13.0,20.0,51.1,30.0,0.0,999.9,1,573
1,2015,04,06,2015-04-06,43.2,36.1,1026.3,9.5,6.8,13.0,999.9,51.1,32.0,0.0,999.9,1,510
2,2014,03,18,2014-03-18,21.9,13.3,9999.9,10.0,4.8,13.0,15.0,35.6,12.2,0.0,999.9,0,551
5,2012,11,02,2012-11-02,48.2,36.0,1003.4,10.0,5.2,13.0,25.1,53.6,46.0,0.0,999.9,0,345
3,2014,01,29,2014-01-29,20.3,10.4,1021.2,6.3,8.1,14.0,999.9,27.0,17.1,0.02,999.9,0,649
3,2019,02,20,2019-02-20,26.7,10.2,1034.1,10.0,7.7,14.0,18.1,30.0,19.9,0.0,999.9,0,615
2,2013,02,05,2013-02-05,28.7,16.6,1014.6,7.8,8.2,14.0,18.1,32.0,27.0,0.0,999.9,0,566
5,2014,02,07,2014-02-07,28.1,15.7,1023.2,10.0,9.0,14.0,19.0,32.0,24.1,0.0,999.9,0,675
1,2013,01,28,2013-01-28,27.3,10.8,1028.9,8.8,7.4,14.0,20.0,32.0,21.9,0.0,999.9,0,507
1,2019,02,11,2019-02-11,30.7,14.4,1026.6,10.0,8.1,14.0,18.1,34.0,24.1,0.0,999.9,0,568
