day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
6,2019,3,16,2019-03-16,51.2,30,1012.2,9.7,8.7,15,27,64.9,43,0.38,999.9,0,550
7,2019,3,17,2019-03-17,39.1,12.2,1021,10,5.7,8,19,57.9,34,0,999.9,0,419
1,2019,3,18,2019-03-18,38.3,11.2,1024.4,10,3,7,999.9,46,32,0,999.9,0,575
2,2019,3,19,2019-03-19,41.6,15.5,1028.6,10,2.5,8,999.9,51.1,32,0,999.9,0,565
3,2019,3,20,2019-03-20,44.3,24.1,1028.3,9.9,2.1,8,999.9,53.1,35.1,0,999.9,0,584
4,2019,3,21,2019-03-21,43.9,37.8,1021,7.3,4.7,12,18.1,53.1,37,0.02,999.9,0,624
5,2019,3,22,2019-03-22,43.7,36.5,997.8,6.7,8.9,15,27,48.9,39.2,1.38,999.9,0,718
6,2019,3,23,2019-03-23,40.6,20.1,1007.3,10,10,15,28.9,48.9,35.1,0.03,999.9,0,530
7,2019,3,24,2019-03-24,47.3,11.8,1020.1,10,4.5,7,15.9,60.1,35.1,0,999.9,0,466
1,2019,3,25,2019-03-25,52.5,25.3,1017.2,10,3.4,8,999.9,60.1,37.9,0,999.9,0,526
2,2019,3,26,2019-03-26,42.1,5.1,1022.6,10,6.6,9.9,18.1,55.9,33.1,0,999.9,0,610
3,2019,3,27,2019-03-27,39.7,9.7,1031.6,10,4.8,8,18.1,48.9,33.1,0,999.9,0,562
4,2019,3,28,2019-03-28,42.4,26.6,1029.7,10,1.3,5.1,999.9,53.1,34,0,999.9,0,644
5,2019,3,29,2019-03-29,52.8,37.8,1020.3,10,1.6,5.1,999.9,59,37,0,999.9,0,563
6,2019,3,30,2019-03-30,58.8,43.2,1017,10,2.6,6,999.9,70,48.9,0,999.9,0,516
7,2019,3,31,2019-03-31,54.7,42.1,1007.6,9.3,4.4,9.9,25.1,70,46,0,999.9,0,450
1,2019,4,1,2019-04-01,40,15.6,1019.5,10,7.4,11.1,21,45,33.1,0.06,999.9,0,602
2,2019,4,2,2019-04-02,43.7,19.4,1027.7,10,2.5,5.1,999.9,52,33.1,0,999.9,0,553
3,2019,4,3,2019-04-03,51.6,28.3,1016,10,6.3,13,32.1,66.9,39,0,999.9,0,613
4,2019,4,4,2019-04-04,52.3,14.8,1026.5,10,6.2,11.1,22.9,66.9,41,0,999.9,0,660
5,2019,4,5,2019-04-05,42,17.6,1030.8,9.5,5.5,9.9,999.9,60.1,37.9,0,999.9,0,701
6,2019,4,6,2019-04-06,49,38.8,1022.9,7,3.6,8,14,68,37.9,0.2,999.9,0,587
7,2019,4,7,2019-04-07,58.2,39,1023.3,10,1.7,5.1,999.9,68,39,0,999.9,0,487
1,2019,4,8,2019-04-08,63.6,50.3,1011.6,8.3,2,7,17.1,79,51.1,0.26,999.9,0,594
2,2019,4,9,2019-04-09,49,43.9,1005.4,6.2,3.7,8.9,999.9,63,46,0.03,999.9,0,537
3,2019,4,10,2019-04-10,51.8,33.3,1008.8,9,5.3,8.9,17.1,60.1,46,0,999.9,0,633
4,2019,4,11,2019-04-11,46,20.7,1022.1,10,3.6,8,15,60.1,39.9,0,999.9,0,537
5,2019,4,12,2019-04-12,52.9,36.3,1023.7,9.5,3.3,7,999.9,68,39.9,0,999.9,0,688
6,2019,4,13,2019-04-13,65.4,57.7,1017.4,8.3,2.5,6,999.9,77,46,0.87,999.9,1,599
7,2019,4,14,2019-04-14,67.4,57.9,1012.9,9.1,2.1,5.1,999.9,77,60.1,0.24,999.9,0,457
1,2019,4,15,2019-04-15,57.6,47.7,997.2,9,5.9,18.1,33,64.9,48.9,0.74,999.9,1,657
2,2019,4,16,2019-04-16,52.4,20.9,1013.7,10,8.5,15.9,31.1,66,44.1,0.23,999.9,0,638
3,2019,4,17,2019-04-17,54.6,30.9,1019.8,10,4,9.9,19,66,44.1,0.01,999.9,0,621
4,2019,4,18,2019-04-18,55,41.4,1019.2,9.9,3,8.9,17.1,63,48,0,999.9,0,540
5,2019,4,19,2019-04-19,66,56.5,1009.3,10,3.3,6,999.9,80.1,51.1,0,999.9,0,551
6,2019,4,20,2019-04-20,61.1,58.6,9999.9,6.8,3.2,6,999.9,66,55.9,0.43,999.9,0,456
7,2019,4,21,2019-04-21,57.4,48.8,1015.4,10,2.6,6,999.9,66,53.1,0.28,999.9,0,398
1,2019,4,22,2019-04-22,57.1,49,1017.7,8.7,4.1,7,999.9,66,52,0,999.9,0,522
2,2019,4,23,2019-04-23,63.3,50.6,1012.7,10,1.9,4.1,999.9,77,55.9,0.24,999.9,0,592
3,2019,4,24,2019-04-24,65,44,1007.3,9.8,4.8,9.9,19,77,55.9,0.08,999.9,0,515
4,2019,4,25,2019-04-25,56.3,39.5,1013.5,9.9,3.2,6,999.9,69.1,48,0,999.9,0,518
5,2019,4,26,2019-04-26,53.5,50,1008.8,6.6,3.3,8.9,18.1,66,48,0.32,999.9,1,500
6,2019,4,27,2019-04-27,54.3,37,1000.2,8.8,6.9,15,28.9,59,48.9,1.03,999.9,0,526
7,2019,4,28,2019-04-28,49.6,36.4,1014,10,3,8,15,57.9,46,0.07,999.9,0,395
1,2019,4,29,2019-04-29,49.5,29.7,1027.1,10,2.7,7,999.9,60.1,41,0.01,999.9,0,565
2,2019,4,30,2019-04-30,52.4,46.8,1023.6,6.9,1.6,5.1,999.9,60.1,41,0.05,999.9,0,587
3,2019,5,1,2019-05-01,53.7,44.1,1028.8,9.7,2.9,6,999.9,60.1,48,0.04,999.9,0,599
4,2019,5,2,2019-05-02,58,51.5,1019.9,4.5,2,8.9,18.1,78.1,50,0,999.9,0,668
5,2019,5,3,2019-05-03,52.9,48.6,1020,7,2.9,7,999.9,55.9,50,0.01,999.9,0,651
6,2019,5,4,2019-05-04,58.5,54.6,1012.6,3.9,0.9,5.1,999.9,71.1,50,0.16,999.9,0,553
7,2019,5,5,2019-05-05,55.2,53.4,1009.9,5.2,4.7,12,18.1,71.1,51.1,0.64,999.9,0,529
1,2019,5,6,2019-05-06,57.7,47.8,1013.6,9.4,4.2,9.9,17.1,73.9,51.1,0.68,999.9,0,630
2,2019,5,7,2019-05-07,60.1,49,1020.5,10,1.3,6,999.9,73.9,51.1,0,999.9,0,647
3,2019,5,8,2019-05-08,61,49.9,1022.3,8.6,3.4,7,999.9,71.1,52,0.11,999.9,0,649
4,2019,5,9,2019-05-09,55.9,43.3,1025.7,10,3.9,13,18.1,71.1,53.1,0,999.9,0,593
5,2019,5,10,2019-05-10,61.8,54.1,1018.7,9.1,1.8,8,18.1,73,53.1,0,999.9,0,660
6,2019,5,11,2019-05-11,64.1,47.9,1015.3,10,2.8,8,15,73,55.9,0.08,999.9,0,637
7,2019,5,12,2019-05-12,50.2,46.7,1014.5,5.3,5.9,14,22.9,69.1,45,0.45,999.9,0,589
1,2019,5,13,2019-05-13,45.1,43.6,1011.9,6.2,5.3,11.1,17.1,59,42.1,0.88,999.9,0,613
2,2019,5,14,2019-05-14,46.7,43.4,1009.9,7.9,3.1,8,17.1,52,42.1,0.69,999.9,0,621
3,2019,5,15,2019-05-15,53.5,42.3,1010.3,9.2,3.1,6,999.9,69.1,44.1,0.31,999.9,0,691
4,2019,5,16,2019-05-16,62.8,44.8,1010.5,9.7,3,6,999.9,73,44.1,0.12,999.9,0,642
5,2019,5,17,2019-05-17,67.8,51.5,1008.8,10,3.7,6,15,75.9,52,0.01,999.9,0,726
6,2019,5,18,2019-05-18,65.4,46.4,1013.3,9.9,2.7,5.1,999.9,75.9,55.9,0.03,999.9,0,649
7,2019,5,19,2019-05-19,66.9,55.1,1016.9,10,2.2,7,15.9,75.9,55.9,0,999.9,0,547
1,2019,5,20,2019-05-20,74.9,63.6,1009.7,8.9,4,9.9,19,84.9,60.1,0.06,999.9,0,689
2,2019,5,21,2019-05-21,66.1,40.7,1011.8,10,5.9,11.1,19,84.9,55.9,0,999.9,0,745
3,2019,5,22,2019-05-22,64.4,36.1,1021.7,10,3.5,7,999.9,73.9,54,0,999.9,0,693
4,2019,5,23,2019-05-23,64.2,51.5,1020.5,8.7,3.3,7,999.9,73.9,54,0.27,999.9,1,722
5,2019,5,24,2019-05-24,68.8,55,1011.9,9.7,6.8,14,22,73,55,0.21,999.9,0,728
6,2019,5,25,2019-05-25,63,48.6,1021.6,10,3.5,8,17.1,73,55,0,999.9,0,520
7,2019,5,26,2019-05-26,70.3,58.1,1014.1,9.4,4.1,8,15.9,86,55,0,999.9,0,510
1,2019,5,27,2019-05-27,72.3,54.3,1012.5,9.9,3.6,9.9,14,86,59,0.2,999.9,0,442
2,2019,5,28,2019-05-28,67.2,55.8,1011.3,9.4,3.4,8.9,15,80.1,62.1,0,999.9,0,654
3,2019,5,29,2019-05-29,65.6,60.2,1005.9,7.9,3.8,8.9,14,71.1,57,0.18,999.9,1,601
4,2019,5,30,2019-05-30,60,57,1007.9,4.2,3.3,7,999.9,70,55.9,0.79,999.9,1,625
5,2019,5,31,2019-05-31,69.1,60.1,1007.4,6.6,1.5,8,999.9,80.1,57,0.95,999.9,0,765
6,2019,6,1,2019-06-01,71.1,56,1009.5,10,2.6,5.1,999.9,80.1,63,0,999.9,0,557
7,2019,6,2,2019-06-02,71.2,60.1,1006.6,7.7,2.2,6,17.1,81,63,0,999.9,0,515
1,2019,6,3,2019-06-03,64.4,44.9,1010.9,9.7,5.2,9.9,19,81,57.9,0.86,999.9,1,659
2,2019,6,4,2019-06-04,62.4,39.3,1018.2,10,2.7,6.8,14,70,54,0,999.9,0,615
3,2019,6,5,2019-06-05,70.7,53.9,1012.5,9.9,3.6,7,20,81,54,0,999.9,0,655
4,2019,6,6,2019-06-06,75.5,64.9,1006.8,8.2,4.8,8,17.1,82.9,64,0.04,999.9,0,744
5,2019,6,7,2019-06-07,72.8,59.3,1012.2,10,2.1,7,999.9,82.9,66,0,999.9,0,734
6,2019,6,8,2019-06-08,71.6,53.7,1019,9.5,4.6,12,19,81,64,0,999.9,0,580
7,2019,6,9,2019-06-09,68.3,47,1025.2,10,5.2,8.9,17.1,81,60.1,0,999.9,0,526
1,2019,6,10,2019-06-10,63.4,55.6,1020.3,6.4,6.4,11.1,15.9,78.1,60.1,0,999.9,1,613
2,2019,6,11,2019-06-11,69.9,57.9,1013.1,6.3,5.1,11.1,21,77,60.1,1.07,999.9,1,682
3,2019,6,12,2019-06-12,67.1,45.6,1020.7,10,3.7,8,999.9,77,59,0.45,999.9,0,686
4,2019,6,13,2019-06-13,62.4,54.1,1014,8.7,5.6,15,27,73.9,55,0,999.9,0,634
5,2019,6,14,2019-06-14,63.8,52.5,1011.4,8.1,5.1,9.9,22,73,55,0.6,999.9,0,749
6,2019,6,15,2019-06-15,70.7,47.4,1017.9,10,3.6,8,19,81,57.9,0,999.9,0,620
7,2019,6,16,2019-06-16,72.8,60.7,1012,10,4.5,8.9,14,81,60.1,0.04,999.9,0,509
1,2019,6,17,2019-06-17,72.9,65.8,1012.7,9.8,2.4,8.9,14,80.1,64.9,0,999.9,0,552
2,2019,6,18,2019-06-18,70.8,67.2,1014.1,4.7,0.7,5.1,999.9,75.9,69.1,0.11,999.9,1,721
3,2019,6,19,2019-06-19,68,65.9,1010.9,3.7,2.6,8.9,999.9,73,66,0.68,999.9,1,591
4,2019,6,20,2019-06-20,69.2,67.5,1003.4,2.7,2.6,7,999.9,77,64.4,0.16,999.9,1,697
5,2019,6,21,2019-06-21,70.9,62.9,1001.1,7.9,4.6,8.9,18.1,78.1,64.9,0.63,999.9,0,771
6,2019,6,22,2019-06-22,71.3,49.1,1011.3,10,5.1,8.9,18.1,79,61,0.27,999.9,0,635
7,2019,6,23,2019-06-23,73.7,50,1014.7,10,3.6,8.9,15,82.9,61,0,999.9,0,559
1,2019,6,24,2019-06-24,76.1,54.9,1011.4,10,2.2,7,999.9,84,64,0,999.9,0,731
2,2019,6,25,2019-06-25,76.1,68.3,1009.7,7.7,1.6,5.1,999.9,84,66.9,0.86,999.9,1,662
3,2019,6,26,2019-06-26,78.6,63.7,1014.7,9.3,2.5,6,999.9,87.1,72,0,999.9,0,803
4,2019,6,27,2019-06-27,81.3,59.5,1018.8,10,2.7,5.1,999.9,89.1,71.1,0,999.9,0,734
5,2019,6,28,2019-06-28,81.2,58.2,1020.6,10,1.3,5.1,999.9,89.1,71.1,0,999.9,0,753
6,2019,6,29,2019-06-29,80.4,65.1,1015.9,9.6,3.5,7,15.9,91,72,0,999.9,0,660
7,2019,6,30,2019-06-30,76,61.9,1008.7,10,5.4,13,32.1,91,69.1,0.08,999.9,0,569
1,2019,7,1,2019-07-01,74.3,55.2,1012.5,10,4,8.9,999.9,84.9,64.9,0.06,999.9,0,693
2,2019,7,2,2019-07-02,78.4,60.2,1010.2,10,2.5,6,999.9,84.9,64.9,0,999.9,0,591
3,2019,7,3,2019-07-03,79.6,67.2,1010,10,1.7,4.1,999.9,87.1,71.1,0.02,999.9,0,654
4,2019,7,4,2019-07-04,81,65.7,1016.5,8.7,2.3,6,999.9,90,73.9,0,999.9,0,394
5,2019,7,5,2019-07-05,77.5,69.5,1020,8.5,2.3,6,999.9,90,72,0,999.9,0,542
6,2019,7,6,2019-07-06,80.7,72.6,1013.5,9.4,2.8,6,999.9,90,72,0,999.9,0,471
7,2019,7,7,2019-07-07,78.5,67.3,1011.8,10,3.9,8.9,17.1,90,75,0,999.9,0,441
1,2019,7,8,2019-07-08,72.6,62.7,1014.8,9.8,2.2,6,999.9,86,68,0.01,999.9,0,592
2,2019,7,9,2019-07-09,77.7,61.3,1016.4,9.7,2.8,5.1,999.9,87.1,68,0.03,999.9,0,661
3,2019,7,10,2019-07-10,80.7,64.3,1016.6,10,1.6,5.1,999.9,88,69.1,0,999.9,0,553
4,2019,7,11,2019-07-11,78.5,66.8,1014,8.7,3.4,7,15.9,86,73.4,0,999.9,0,658
5,2019,7,12,2019-07-12,77,68.4,1007,8.2,3.8,8.9,15.9,86,71.6,0.79,999.9,0,747
6,2019,7,13,2019-07-13,77.7,62.5,1012.4,10,3.5,7,999.9,87.1,70,0,999.9,0,558
7,2019,7,14,2019-07-14,82,61.5,1013,10,3.8,8.9,15.9,89.1,70,0,999.9,0,497
1,2019,7,15,2019-07-15,78.2,56.2,1016.8,10,3.1,7,999.9,89.1,68,0,999.9,0,637
2,2019,7,16,2019-07-16,81.5,61.3,1017.2,10,2.2,7,999.9,91,68,0,999.9,0,658
3,2019,7,17,2019-07-17,85.3,70.4,1013.7,9.6,3.4,6,18.1,93,72,0,999.9,0,630
4,2019,7,18,2019-07-18,75.1,72.8,1012.1,5.6,2.9,8.9,17.1,93,72,1.84,999.9,1,620
5,2019,7,19,2019-07-19,78.8,71.2,1011.9,9.5,3.8,9.9,17.1,91,71.1,0.49,999.9,0,666
6,2019,7,20,2019-07-20,88.2,73.3,1010.2,9.8,4.1,7,999.9,95,71.1,0,999.9,0,586
7,2019,7,21,2019-07-21,88.7,73.6,1008.7,10,3.7,8.9,15.9,95,82,0,999.9,0,477
1,2019,7,22,2019-07-22,81.7,70.7,1009.8,8.9,3.2,12,21,95,72,0,999.9,1,641
2,2019,7,23,2019-07-23,71.3,67.4,1009.6,8.5,3.8,8,999.9,73.9,66.9,2.19,999.9,0,553
3,2019,7,24,2019-07-24,73.5,62.2,1013.3,9.8,2.6,8,999.9,82,66.2,0.02,999.9,0,626
4,2019,7,25,2019-07-25,76.4,58.6,1018.2,10,1.6,7,999.9,84,66.9,0,999.9,0,605
5,2019,7,26,2019-07-26,77.6,60,1023.2,10,1.4,5.1,999.9,88,69.1,0,999.9,0,650
6,2019,7,27,2019-07-27,78.2,62.3,1023.8,10,2,6,999.9,88,69.1,0,999.9,0,602
7,2019,7,28,2019-07-28,79.9,64.6,1019.4,10,5,8,15,88,72,0,999.9,0,527
1,2019,7,29,2019-07-29,81.2,66.3,1015.7,10,3.3,6,999.9,90,71.1,0.01,999.9,0,649
2,2019,7,30,2019-07-30,84.2,68.7,1015,9.5,3.3,6,999.9,91.9,73,0,999.9,0,638
3,2019,7,31,2019-07-31,78.9,67.8,1016,8.2,2.9,8,17.1,84.9,69.8,0.01,999.9,1,604
4,2019,8,1,2019-08-01,76.9,64.3,1017.9,8.3,1.9,6,999.9,87.1,70,0.36,999.9,0,618
5,2019,8,2,2019-08-02,78.2,61.4,1019.4,10,2.7,7,999.9,87.1,70,0,999.9,0,610
6,2019,8,3,2019-08-03,77.7,67.1,1016.9,10,2.8,5.1,999.9,86,73,0,999.9,0,566
7,2019,8,4,2019-08-04,76.7,65.9,1012.8,8.6,2.7,8,999.9,87.1,68,0.21,999.9,0,499
1,2019,8,5,2019-08-05,76.3,60,1014.6,10,3.8,8,999.9,87.1,69.1,0,999.9,0,616
2,2019,8,6,2019-08-06,74.6,68.8,1012.2,8.8,2.8,5.1,999.9,82,70,0,999.9,0,551
3,2019,8,7,2019-08-07,75.7,70.1,1010.1,7.9,2.3,8.9,20,84,69.1,0.04,999.9,1,608
4,2019,8,8,2019-08-08,74.1,66.5,1006.7,6.7,3.8,11.1,25.1,84,66.9,1.18,999.9,0,646
5,2019,8,9,2019-08-09,72.8,62.9,1007.2,9.5,3.5,8.9,22,84,66.9,0.2,999.9,1,645
6,2019,8,10,2019-08-10,73.7,53.1,1009.8,10,4.3,9.9,15.9,82.9,66,0.08,999.9,0,572
7,2019,8,11,2019-08-11,72.3,51.5,1015.2,10,2.7,8,999.9,81,63,0,999.9,0,484
1,2019,8,12,2019-08-12,76,56,1014.7,10,2.7,6,999.9,84.9,63,0,999.9,0,586
2,2019,8,13,2019-08-13,75.8,66.8,1010.1,9.4,3.6,7,15,84.9,68,0.04,999.9,0,469
3,2019,8,14,2019-08-14,76.6,68.8,1009.3,8.4,2.8,7,999.9,84,71.1,0.03,999.9,0,537
4,2019,8,15,2019-08-15,75.6,66,1014.9,9.3,3.5,7,999.9,84.9,70,0,999.9,0,560
5,2019,8,16,2019-08-16,73.5,65.6,1016.7,10,2.5,6,999.9,84.9,68,0,999.9,0,523
6,2019,8,17,2019-08-17,77.4,70.3,1016.1,9.7,2.9,6,999.9,87.1,68,0,999.9,0,533
7,2019,8,18,2019-08-18,79.3,72.9,1015.6,8,1.8,7,999.9,90,70,0,999.9,0,481
1,2019,8,19,2019-08-19,78.5,69.3,1014.9,10,2.1,7,999.9,90,70,0.64,999.9,0,563
2,2019,8,20,2019-08-20,80.4,66.1,1017.6,10,2.7,5.1,999.9,90,72,0,999.9,0,574
3,2019,8,21,2019-08-21,79.6,70.7,1014.1,8.8,1.5,7,15.9,88,73.9,0,999.9,0,522
4,2019,8,22,2019-08-22,80.7,69.2,1011,10,3.9,8,999.9,90,73.9,0.1,999.9,0,587
5,2019,8,23,2019-08-23,70.2,64,1015,7.7,3.2,13,31.1,90,64.9,1.02,999.9,1,569
6,2019,8,24,2019-08-24,69.7,52.2,1020.3,10,4.8,8.9,999.9,75.9,64,0.08,999.9,0,514
7,2019,8,25,2019-08-25,69.2,55.1,1024.1,10,6.3,13,21,77,63,0,999.9,0,482
1,2019,8,26,2019-08-26,66.5,53.9,1022.9,10,6.7,12,17.1,77,61,0,999.9,0,494
2,2019,8,27,2019-08-27,67.7,56.8,1018.9,10,2.8,6,999.9,75,61,0,999.9,0,529
3,2019,8,28,2019-08-28,69.7,64.8,1013.3,9.5,2.5,8,999.9,73.9,66,0,999.9,0,553
4,2019,8,29,2019-08-29,73.1,58.9,1011.4,10,3.8,8,15.9,81,64.9,0.08,999.9,0,592
5,2019,8,30,2019-08-30,75.5,56.5,1015.9,10,3.7,8,18.1,86,64.9,0,999.9,0,630
6,2019,8,31,2019-08-31,75.8,55.8,1021.4,10,3.7,8,999.9,86,66.9,0,999.9,0,502
7,2019,9,1,2019-09-01,71,54.2,1026.2,10,4.9,8.9,15.9,81,63,0,999.9,0,473
1,2019,9,2,2019-09-02,70.8,64.8,1019.7,8.3,2.4,6,999.9,78.1,63,0,999.9,0,427
2,2019,9,3,2019-09-03,73.6,62.2,1016.4,9.9,2.8,6,999.9,82,66.9,0.3,999.9,0,652
3,2019,9,4,2019-09-04,75.3,65.2,1014,10,3.1,7,999.9,87.1,66.9,0,999.9,0,600
4,2019,9,5,2019-09-05,71,55.7,1017.3,10,4.4,12,21,87.1,64.9,0,999.9,0,628
5,2019,9,6,2019-09-06,64.8,57.2,1014.1,9,6.3,15.9,22.9,73.9,57.9,0,999.9,1,591
6,2019,9,7,2019-09-07,64.2,52.8,1008.9,9.8,5.2,11.1,21,75,55.9,0.34,999.9,0,489
7,2019,9,8,2019-09-08,69.1,54.8,1015.6,10,1.8,6,999.9,77,55.9,0.02,999.9,0,462
1,2019,9,9,2019-09-09,70.5,57.3,1022.6,10,4.4,8.9,999.9,78.1,63,0,999.9,0,603
2,2019,9,10,2019-09-10,70.4,64.3,1026.3,9.5,1.6,6,999.9,78.1,64,0.01,999.9,0,605
3,2019,9,11,2019-09-11,76.1,66.2,1021.3,10,4.6,8.9,15.9,88,66,0,999.9,0,624
4,2019,9,12,2019-09-12,76.5,68.2,1017.3,8.8,4,8.9,17.1,88,66,0.01,999.9,0,689
5,2019,9,13,2019-09-13,63.5,53.9,1029.2,9.1,6.5,11.1,18.1,81,57,0.16,999.9,0,687
6,2019,9,14,2019-09-14,67.8,57.7,1026.3,10,3.1,7,999.9,73.9,57,0,999.9,0,488
7,2019,9,15,2019-09-15,74.5,60.8,1020.5,10,2.3,7,999.9,82,61,0,999.9,0,604
1,2019,9,16,2019-09-16,72.9,59.4,1017.5,10,1.3,5.1,999.9,82,68,0,999.9,0,620
2,2019,9,17,2019-09-17,69.5,47.7,1019.3,10,5.2,8.9,999.9,77,62.1,0,999.9,0,635
3,2019,9,18,2019-09-18,64,49.7,1022.9,10,4.6,8,15,75.9,60.1,0,999.9,0,605
4,2019,9,19,2019-09-19,60.6,38,1026.8,10,3.4,7,15,70,52,0,999.9,0,605
5,2019,9,20,2019-09-20,65.6,45.7,1023.8,10,4,6,999.9,78.1,52,0,999.9,0,688
6,2019,9,21,2019-09-21,71.8,49.8,1022.3,10,2.3,4.1,999.9,84,55.9,0,999.9,0,577
7,2019,9,22,2019-09-22,75.1,59.7,1020.2,9.9,2.6,7,999.9,86,61,0,999.9,0,515
1,2019,9,23,2019-09-23,78.7,64,1012.2,9.9,4.7,6,999.9,89.1,66.9,0,999.9,0,639
2,2019,9,24,2019-09-24,72.2,55.8,1008.6,9.4,5.9,9.9,17.1,89.1,66,0.11,999.9,0,628
3,2019,9,25,2019-09-25,67.9,49.4,1011.6,10,2.4,6,999.9,79,57.9,0,999.9,0,604
4,2019,9,26,2019-09-26,70.5,57.6,1009.7,9.8,3.7,7,18.1,82.9,57.9,0,999.9,0,645
5,2019,9,27,2019-09-27,66.3,51.7,1017.8,10,2.4,6,14,82.9,59,0.02,999.9,0,703
6,2019,9,28,2019-09-28,71.3,60.2,1019.2,10,3,6,999.9,82,59,0,999.9,0,532
7,2019,9,29,2019-09-29,74.4,58.8,1021.6,10,4.5,11.1,21,82,64.9,0,999.9,0,488
1,2019,9,30,2019-09-30,65.3,48.5,1026,10,6.1,9.9,18.1,80.1,60.1,0,999.9,0,435
2,2019,10,1,2019-10-01,69.9,57.9,1018.9,10,3,7,14,81,60.1,0,999.9,0,454
3,2019,10,2,2019-10-02,78.7,66.2,1010.1,9.8,5.2,8.9,15.9,93,63,0,999.9,0,688
4,2019,10,3,2019-10-03,58.5,55.3,1017.5,5.8,6.9,11.1,18.1,73.9,53.1,0.2,999.9,0,690
5,2019,10,4,2019-10-04,59.2,49.8,1017.2,7.6,4.9,9.9,22,66,53.1,0.17,999.9,0,708
6,2019,10,5,2019-10-05,52,35.2,1029.4,10,5.2,11.1,24.1,66,45,0,999.9,0,557
7,2019,10,6,2019-10-06,62.8,52.4,1026.4,9.8,2,5.1,15,70,45,0,999.9,0,435
1,2019,10,7,2019-10-07,71.5,60.6,1020.8,9.8,3.4,6,999.9,79,57,0.01,999.9,0,575
2,2019,10,8,2019-10-08,60.5,51.4,1023.2,8.7,5.8,8,17.1,63,57,0.22,999.9,0,523
3,2019,10,9,2019-10-09,56.6,46.7,1023.8,8.8,8.8,15,22.9,64,51.1,0.02,999.9,0,383
4,2019,10,10,2019-10-10,59.5,42.3,1022.9,10,8.1,14,24.1,71.1,51.1,0.54,999.9,0,615
5,2019,10,11,2019-10-11,59.4,37.9,1020,10,8.3,15,25.1,71.1,53.1,0,999.9,0,606
6,2019,10,12,2019-10-12,59.8,46.6,1015.3,10,3.9,8.9,17.1,66.9,55,0,999.9,0,502
7,2019,10,13,2019-10-13,59.5,45.9,1017.4,10,2.4,5.1,999.9,66.9,53.1,0,999.9,0,441
1,2019,10,14,2019-10-14,63.7,49.2,1014.9,10,2.5,9.9,15,72,53.1,0,999.9,0,400
2,2019,10,15,2019-10-15,58.4,37.9,1019.4,10,2.9,5.1,999.9,72,51.1,0,999.9,0,549
3,2019,10,16,2019-10-16,59.6,52,1014.1,8.1,3.8,8.9,22,66,51.1,0,999.9,0,658
4,2019,10,17,2019-10-17,55,43.7,992.6,8.8,10,18.1,34,66,51.1,1.83,999.9,0,608
5,2019,10,18,2019-10-18,53.2,38,1008,10,8.7,14,28,57.9,50,0,999.9,0,634
6,2019,10,19,2019-10-19,50.8,35.8,1017.2,10,2.5,7,999.9,60.1,43,0,999.9,0,586
7,2019,10,20,2019-10-20,54.3,46.4,1016.9,8,3.2,9.9,999.9,60.1,43,0,999.9,1,500
1,2019,10,21,2019-10-21,56.4,46.9,1017.5,9.6,4.7,11.1,15.9,66.9,48.9,0.54,999.9,0,559
2,2019,10,22,2019-10-22,57.5,51.3,1017.2,8.1,3.6,7,999.9,66.9,51.1,0,999.9,0,562
3,2019,10,23,2019-10-23,60.6,48.6,1013,7.9,5.5,8.9,20,64.9,55,0.58,999.9,0,669
4,2019,10,24,2019-10-24,57.7,34.8,1024.3,10,2.5,6,14,66.9,50,0.01,999.9,0,613
5,2019,10,25,2019-10-25,58.1,45.8,1024.8,9.8,3.1,8.9,999.9,66.9,50,0,999.9,0,647
6,2019,10,26,2019-10-26,58.7,44.6,1022.8,10,3,8,999.9,64.9,52,0,999.9,0,525
7,2019,10,27,2019-10-27,59.5,54.1,1016.7,7.6,4.7,9.9,22,66.9,52,0.05,999.9,1,467
1,2019,10,28,2019-10-28,58.9,50.1,1018.6,10,2.9,7,999.9,66.9,55,1.34,999.9,0,607
2,2019,10,29,2019-10-29,56.6,53.1,1025.5,6,3.8,6,999.9,59,53.6,0,999.9,0,639
3,2019,10,30,2019-10-30,60,58.2,1023.1,4,2.5,8,999.9,63,54,0.09,999.9,0,595
4,2019,10,31,2019-10-31,64.7,62.9,1013.4,5.3,3.2,8,15.9,70,57.9,0.36,999.9,0,616
5,2019,11,1,2019-11-01,54.9,39,1012.8,9.9,8.7,15,25.1,71.1,45,0.33,999.9,0,782
6,2019,11,2,2019-11-02,46,30.4,1022.2,10,3.6,7,999.9,53.1,39.9,0.11,999.9,0,506
7,2019,11,3,2019-11-03,47.9,30.4,1018.6,10,4.3,7,999.9,54,39.9,0,999.9,0,479
1,2019,11,4,2019-11-04,48.5,29,1026.2,10,2.3,8,15,55.9,41,0,999.9,0,623
2,2019,11,5,2019-11-05,56,44.5,1022.4,10,2.6,6,999.9,61,41,0,999.9,0,440
3,2019,11,6,2019-11-06,51,30.8,1026,10,4.4,8.9,999.9,61,45,0,999.9,0,615
4,2019,11,7,2019-11-07,52,33.5,1022.3,9.5,3.7,7,14,57,45,0,999.9,0,669
5,2019,11,8,2019-11-08,37.9,22.2,1019.5,9.8,6.6,11.1,24.1,57,33.1,0.1,999.9,0,676
6,2019,11,9,2019-11-09,33.3,16.2,1026.1,10,2.8,8.9,15,41,27,0,999.9,0,502
